	Chromosome	Position	113B_CM+_vs_113B_PBMC.tumour
12_52703129	12	52703129	-0.145790140910396
12_52703299	12	52703299	0.260205101391084
12_52768871	12	52768871	0.329664957517772
12_52769079	12	52769079	-0.0207958509721583
12_52771107	12	52771107	0.185464233413889
12_52771970	12	52771970	0.20202948710899
12_52772156	12	52772156	0.0370819129305392
12_52773632	12	52773632	0.207266135475137
12_52775496	12	52775496	0.0640489605308088
12_52776814	12	52776814	0.0715796082385397
12_52776974	12	52776974	-0.0125150724047726
12_52777176	12	52777176	0.26866668013928
12_52791708	12	52791708	-0.0886476737939323
12_52792304	12	52792304	0.0828267801019993
12_52792338	12	52792338	-0.0437799198195911
12_52792371	12	52792371	0.035379617699539
12_52794253	12	52794253	0.126486669179872
12_52794271	12	52794271	0.0947581647784704
12_52795665	12	52795665	0.120711671499301
12_52795835	12	52795835	0.160910499783398
12_52795950	12	52795950	0.237069835244942
12_52796058	12	52796058	-0.0329353819540006
12_52807672	12	52807672	0.0494273921851717
12_52811817	12	52811817	0.107009294680569
12_52811973	12	52811973	0.134915291250453
12_52813651	12	52813651	0.293912631298392
12_52813792	12	52813792	0.305192556164395
12_52823917	12	52823917	0.147104700258367
12_52830253	12	52830253	-0.142086932755393
12_52833862	12	52833862	-0.203314615966009
12_52833949	12	52833949	0.207560593082219
12_52834019	12	52834019	0.188496331455297
12_52839830	12	52839830	-0.165456660270462
12_52839904	12	52839904	-0.0216953569109783
12_52844175	12	52844175	-0.104958587754423
12_52844218	12	52844218	-0.0291331438551898
12_52844608	12	52844608	0.463652944135077
12_52846241	12	52846241	0.506325858129039
12_52848911	12	52848911	0.0474524500001138
12_52898753	12	52898753	0.0430558139751723
12_52898882	12	52898882	0.152075842408636
12_52900059	12	52900059	0.567874698526559
12_52900597	12	52900597	-0.0939033992454276
12_52904798	12	52904798	0.0237916434243269
12_52904985	12	52904985	0.146031323444627
12_52906753	12	52906753	0.425470759848152
12_52950358	12	52950358	0.0875434720921043
12_53055813	12	53055813	0.0335216714789563
12_53058065	12	53058065	0.178271660444835
12_53059932	12	53059932	-0.0382553696955133
12_53060185	12	53060185	-0.213680754098989
12_53060487	12	53060487	0.0607299502442943
12_53060761	12	53060761	-0.187012803636909
12_53061258	12	53061258	-0.284425305294854
12_53097747	12	53097747	-0.0809255452472174
12_53097907	12	53097907	0.0507201638340247
12_53097993	12	53097993	0.00346443762277661
12_53098039	12	53098039	0.247653502390867
12_53102059	12	53102059	0.0952694867901632
12_53102094	12	53102094	0.0236661971357484
12_53116149	12	53116149	0.0185713300129849
12_53117483	12	53117483	0.0144292225426458
12_53123768	12	53123768	0.13660166787834
12_53160142	12	53160142	0.319947185082974
12_53164722	12	53164722	0.470385533210979
12_53170081	12	53170081	0.0595189712849565
12_53172381	12	53172381	0.0930951155558262
12_53187558	12	53187558	0.108285451367839
12_53192442	12	53192442	0.140561854391595
12_53192471	12	53192471	0.119964949784482
12_53192849	12	53192849	-0.209380616665363
12_53193180	12	53193180	0.0403976924661634
12_53193802	12	53193802	0.241200084389668
12_53193812	12	53193812	0.167142453494912
12_53197863	12	53197863	-0.146655066020768
12_53200340	12	53200340	0.155616200113885
12_53227392	12	53227392	-0.06148192155305
12_53242126	12	53242126	0.228024695641935
12_53242226	12	53242226	0.0979641550775619
12_53242310	12	53242310	-0.0644261981685939
12_53251994	12	53251994	0.129460861158345
12_53253589	12	53253589	0.209877348931675
12_53254143	12	53254143	0.140561854391595
12_53269058	12	53269058	-0.424052000937758
12_53277480	12	53277480	-0.15700023457047
12_53277879	12	53277879	0.187382711144589
12_53285968	12	53285968	0.228024695641935
12_53286297	12	53286297	-0.163400246414959
12_53288099	12	53288099	0.0580996941996222
12_53288230	12	53288230	0.20964616632708
12_53288259	12	53288259	0.24848879820165
12_53288542	12	53288542	-0.0382553696955133
12_53289244	12	53289244	0.125454962001387
12_53289438	12	53289438	0.0600800583278631
12_53292968	12	53292968	0.0382001367619175
12_53293329	12	53293329	0.178556019377635
12_53299744	12	53299744	0.333377695788163
12_53299836	12	53299836	0.178696983278366
12_53306283	12	53306283	-0.0350097101918591
12_53307076	12	53307076	0.0961130201363538
12_53307573	12	53307573	-0.170893138273632
12_53321538	12	53321538	0.132867462601595
12_53328170	12	53328170	0.124931202677831
12_53328578	12	53328578	-0.06148192155305
12_53335641	12	53335641	0.425964073253844
12_53335707	12	53335707	0.169131006588366
12_53382190	12	53382190	0.201552484280744
12_53411091	12	53411091	0.143632508351562
12_53430724	12	53430724	0.30745916313634
12_53460335	12	53460335	0.0474524500001138
12_53467283	12	53467283	-0.09015126438432
12_53482786	12	53482786	-0.147484439450272
12_53552626	12	53552626	0.0458213644211857
12_53672594	12	53672594	-0.0761286975174516
12_53676141	12	53676141	0.496959702915413
12_53716413	12	53716413	0.0451606384921242
12_53722082	12	53722082	-0.0604064872573405
12_53722091	12	53722091	-0.109971767873081
12_53725208	12	53725208	-0.0997799655820969
12_53939187	12	53939187	0.309554581138533
12_53963768	12	53963768	0.323372572229416
12_53973906	12	53973906	0.0146210575327414
12_53975260	12	53975260	-0.00564765056051594
12_53975443	12	53975443	-0.214918800206794
12_53975595	12	53975595	-0.123447674859443
12_53985819	12	53985819	-0.237098035073218
12_53985886	12	53985886	0.0292448315274372
12_53985894	12	53985894	-0.00564765056051594
12_54000365	12	54000365	0.486336691233325
12_54000500	12	54000500	0.12962099158094
12_54000713	12	54000713	-0.201963145102881
12_54006621	12	54006621	-0.385792667751407
12_54007027	12	54007027	0.0727464701640236
12_54007053	12	54007053	0.0597532130521362
12_54028695	12	54028695	-0.124081547910452
12_54028720	12	54028720	-0.114863017881074
12_54033155	12	54033155	0.0868486326812404
12_54054322	12	54054322	-0.082315424970216
12_54183934	12	54183934	-0.195186735082609
12_54257537	12	54257537	0.141313062448604
12_54340505	12	54340505	0.350015220020545
12_54348030	12	54348030	-0.139032774735087
12_54362728	12	54362728	0.0194380738305174
12_54362982	12	54362982	-0.452906863609944
12_54374001	12	54374001	0.20202948710899
12_54384428	12	54384428	0.288778726721031
12_54397398	12	54397398	-0.296241873391667
12_54398687	12	54398687	0.00984452559240122
12_54403258	12	54403258	0.0697626117252023
12_54517608	12	54517608	-0.0969374593350608
12_54519210	12	54519210	-0.105399038083257
12_54531288	12	54531288	-0.0326270588808651
12_54531297	12	54531297	-0.0350097101918591
12_54575993	12	54575993	-0.174073747929411
12_54576670	12	54576670	0.0821738291784799
12_54577518	12	54577518	0.358085236206308
12_54581019	12	54581019	0.29215503306165
12_54839439	12	54839439	-0.0625654327124205
12_54950240	12	54950240	0.228024695641935
12_54950349	12	54950349	0.114367913846368
12_54961249	12	54961249	0.0543766081569048
12_54962620	12	54962620	-0.190118714504731
12_54962733	12	54962733	-0.343132005554191
12_54963153	12	54963153	0.228024695641935
12_54966070	12	54966070	0.184523057005348
12_54966407	12	54966407	-0.245044925008324
12_54974404	12	54974404	0.453906103058262
12_54974461	12	54974461	0.024932830264423
12_54974507	12	54974507	-0.106959552070874
12_55026997	12	55026997	0.321134100033416
12_55027290	12	55027290	0.363376548536821
12_55130076	12	55130076	0.0629654493714384
12_55130351	12	55130351	0.217608079696596
12_55130388	12	55130388	0.32832960143762
12_55130399	12	55130399	0.385977055418171
12_55130530	12	55130530	0.0926728427470486
12_55221103	12	55221103	0.444342602568698
12_55221173	12	55221173	0.300956218095786
12_55221222	12	55221222	0.300433191169985
12_55221445	12	55221445	0.297287358079048
12_55221780	12	55221780	0.146230604478287
12_55221800	12	55221800	0.249719766741254
12_55247291	12	55247291	-0.0399085096046984
12_55247471	12	55247471	0.315487536892274
12_55247479	12	55247479	0.311682624688844
12_55247511	12	55247511	0.497485370635162
12_55247544	12	55247544	0.277777730839035
12_55247645	12	55247645	-0.0193564458803737
12_55248136	12	55248136	-0.0420644677258096
12_55294553	12	55294553	-0.308728712036602
12_55294919	12	55294919	0.134915291250453
12_55295110	12	55295110	0.209165668390619
12_55295168	12	55295168	0.217828928536046
12_55320819	12	55320819	-0.162290374225678
12_55321092	12	55321092	-0.0119260970788178
12_55321313	12	55321313	-0.042427181754342
12_55321335	12	55321335	-0.136131634634725
12_55331906	12	55331906	-0.277615352417816
12_55331962	12	55331962	0.0951304251445894
12_55332190	12	55332190	0.556078893326139
12_55365636	12	55365636	-0.0235140713540297
12_55400566	12	55400566	-0.43288665831252
12_55400647	12	55400647	-0.22502612957364
12_55401192	12	55401192	0.035379617699539
12_55401447	12	55401447	-0.0170878021945968
12_55426290	12	55426290	0.303312822946172
12_55426301	12	55426301	0.286441381867257
12_55426320	12	55426320	0.192400785911213
12_55426410	12	55426410	0.36091896613928
12_55426418	12	55426418	0.38253464469756
12_55426573	12	55426573	0.333958140391
12_55426763	12	55426763	0.0332085186579117
12_55426923	12	55426923	0.281463954603395
12_55427143	12	55427143	0.608846479582866
12_55452341	12	55452341	0.0291206272278566
12_55452754	12	55452754	0.079161309727452
12_55469328	12	55469328	0.054959986669055
12_55469440	12	55469440	-0.083436400194359
12_55469614	12	55469614	0.228024695641935
12_55469667	12	55469667	0.0878470375936745
12_55492510	12	55492510	-0.149538098218246
12_55492547	12	55492547	-0.0028591865881529
12_55492705	12	55492705	0.131451435946882
12_55493118	12	55493118	-0.284926560163833
12_55493303	12	55493303	-0.204290795068745
12_55551474	12	55551474	0.0436001245045074
12_55552072	12	55552072	0.171441167275567
12_55574416	12	55574416	0.269247358368448
12_55574663	12	55574663	-0.121917775415024
12_55574999	12	55574999	-0.0297730618257121
12_55575212	12	55575212	0.240303025420371
12_55637154	12	55637154	0.162436354014358
12_55637284	12	55637284	0.381270955937617
12_55637318	12	55637318	0.298991216996078
12_55683946	12	55683946	-0.174073747929411
12_55683956	12	55683956	-0.23260967007702
12_55683985	12	55683985	-0.266739996107643
12_55688004	12	55688004	0.113464931379079
12_55688228	12	55688228	-0.23815165262871
12_55688241	12	55688241	-0.102448508378436
12_55692951	12	55692951	0.3511729264148
12_55693209	12	55693209	0.0626010864345633
12_55694828	12	55694828	0.129992612681408
12_55695573	12	55695573	0.181854514209009
12_55698567	12	55698567	-0.252601145264486
12_55698898	12	55698898	0.0511469335578553
12_55699877	12	55699877	0.51042442634266
12_55700959	12	55700959	-0.0316191209910849
12_55707632	12	55707632	0.12749781968797
12_55721801	12	55721801	-0.0543750350587903
12_55723916	12	55723916	0.395969332956007
12_55726739	12	55726739	0.240848735999518
12_55726956	12	55726956	0.37241460497711
12_55743453	12	55743453	-0.1513210964936
12_55760526	12	55760526	0.634934314037378
12_55819402	12	55819402	0.247260914504852
12_55837064	12	55837064	-0.0320381436605682
12_55837591	12	55837591	0.0482036580571225
12_55839504	12	55839504	0.0825942561203709
12_55839529	12	55839529	0.279863627161553
12_55842747	12	55842747	0.0736965492506409
12_55902291	12	55902291	0.366852400339252
12_55914325	12	55914325	0.228024695641935
12_55936788	12	55936788	-0.0186152719411905
12_55938742	12	55938742	0.513933567728315
12_55940920	12	55940920	0.549952790529297
12_55941528	12	55941528	-0.0140500915562129
12_55941557	12	55941557	0.0848300598141441
12_55951624	12	55951624	-0.0415823641153452
12_55954244	12	55954244	-0.232704894329778
12_55955822	12	55955822	0.00563227430548688
12_55957193	12	55957193	0.108443079889262
12_55957216	12	55957216	0.211345954495304
12_55957344	12	55957344	0.198580917749453
12_55957562	12	55957562	0.271746073071252
12_55957649	12	55957649	0.46903279514573
12_55970720	12	55970720	0.0429928018094142
12_55971009	12	55971009	0.247653502390867
12_55992154	12	55992154	-0.183788902762623
12_56002611	12	56002611	-0.255297543203384
12_56003964	12	56003964	0.289952444785136
12_56004439	12	56004439	0.295138891500472
12_56005506	12	56005506	0.395752141380001
12_56034758	12	56034758	0.0842892181804852
12_56044133	12	56044133	-0.325573634169886
12_56093417	12	56093417	0.173576911619558
12_56093873	12	56093873	0.0680288114433542
12_56094509	12	56094509	0.0158714588103251
12_56101239	12	56101239	-0.000599679406027853
12_56101250	12	56101250	0.035379617699539
12_56101555	12	56101555	0.0645259633590552
12_56137370	12	56137370	-0.0316191209910849
12_56137564	12	56137564	-0.148351183267804
12_56137876	12	56137876	0.0930951155558262
12_56138191	12	56138191	-0.150486927611795
12_56138225	12	56138225	0.016520590448223
12_56152572	12	56152572	-0.0696558529987502
12_56158475	12	56158475	-0.154120922079534
12_56164699	12	56164699	0.265018903124136
12_56165631	12	56165631	0.38183003172097
12_56206744	12	56206744	0.396530419998913
12_56208214	12	56208214	0.316561370243592
12_56224508	12	56224508	0.228024695641935
12_56225464	12	56225464	0.0840589212623032
12_56231330	12	56231330	-0.12130955658608
12_56234910	12	56234910	0.36795495678641
12_56235250	12	56235250	0.314181339391649
12_56235562	12	56235562	0.0330087132367919
12_56243873	12	56243873	0.0828267801019993
12_56245447	12	56245447	0.487668512274954
12_56248839	12	56248839	0.228024695641935
12_56254127	12	56254127	0.0657532667430575
12_56254677	12	56254677	0.299815378709945
12_56255817	12	56255817	0.327560369192849
12_56267121	12	56267121	0.166624150977792
12_56269560	12	56269560	0.549952790529297
12_56276015	12	56276015	0.415651698817706
12_56285967	12	56285967	0.145562535449962
12_56323810	12	56323810	-0.452357370157904
12_56324638	12	56324638	-0.0465976844670709
12_56328276	12	56328276	0.101391257110918
12_56346898	12	56346898	0.24806244887848
12_56349213	12	56349213	0.0771580300153071
12_56349441	12	56349441	-0.278160691695104
12_56355710	12	56355710	0.143491185430267
12_56356252	12	56356252	0.0269771767038417
12_56361274	12	56361274	0.461912755816212
12_56361336	12	56361336	0.287730941766202
12_56361673	12	56361673	-0.266084374628108
12_56361705	12	56361705	-0.101282929611025
12_56361868	12	56361868	0.344838360624685
12_56418153	12	56418153	0.212594655072329
12_56418248	12	56418248	0.138757357544847
12_56420869	12	56420869	0.304986677456819
12_56420874	12	56420874	0.400205671024615
12_56421809	12	56421809	0.0411465609184251
12_56421933	12	56421933	-0.00517448065109607
12_56422883	12	56422883	-0.191689290846382
12_56424898	12	56424898	-0.366523853908419
12_56428264	12	56428264	0.162733235390216
12_56428287	12	56428287	0.239429458914184
12_56428906	12	56428906	-0.262961656870208
12_56430881	12	56430881	0.279098880236204
12_56433910	12	56433910	0.12848902209102
12_56453600	12	56453600	-0.00735336728899366
12_56468597	12	56468597	0.026390834472284
12_56471554	12	56471554	0.129460861158345
12_56572799	12	56572799	-0.117110790406753
12_56589468	12	56589468	-0.0455403776840286
12_56598717	12	56598717	0.134915291250453
12_56602072	12	56602072	0.135660677493275
12_56602722	12	56602722	0.321134100033416
12_56611895	12	56611895	0.0997005986663952
12_56672994	12	56672994	0.0580996941996222
12_56714419	12	56714419	7.27489635861848e-05
12_56717009	12	56717009	-0.304470385185086
12_56717594	12	56717594	0.206329624542616
12_56717673	12	56717673	0.450417116978383
12_56717766	12	56717766	0.329904309661148
12_56718303	12	56718303	0.36012823164928
12_56718593	12	56718593	-0.195783013264641
12_56718933	12	56718933	0.0558437202592544
12_56719357	12	56719357	-0.0252617336402969
12_56719975	12	56719975	0.151572635204061
12_56720277	12	56720277	0.334939899558447
12_56720283	12	56720283	0.350881443427468
12_56720329	12	56720329	0.485822453109581
12_56720523	12	56720523	0.257772039035987
12_56720804	12	56720804	0.323444260720617
12_56721388	12	56721388	-0.0740038418077227
12_56738452	12	56738452	0.000357332264812476
12_56739356	12	56739356	0.181230484162994
12_56929455	12	56929455	-0.286548477187824
12_56930294	12	56930294	0.328953604492716
12_56934207	12	56934207	0.228024695641935
12_56957333	12	56957333	0.195603217949557
12_56995752	12	56995752	0.212917803251727
12_56995839	12	56995839	0.0215738181745085
12_56996254	12	56996254	0.407574115972647
12_56997362	12	56997362	0.0225555773419552
12_56997508	12	56997508	0.199455543445164
12_57002853	12	57002853	-0.108500775458386
12_57002875	12	57002875	-0.0129834038618601
12_57003377	12	57003377	-0.242605129600227
12_57004179	12	57004179	-0.0350097101918591
12_57029733	12	57029733	0.228024695641935
12_57031134	12	57031134	0.103479597703631
12_57037065	12	57037065	-0.0557682703586566
12_57037618	12	57037618	0.177398622571967
12_57043335	12	57043335	0.0130118046710843
12_57044191	12	57044191	0.166624150977792
12_57086570	12	57086570	-0.10381886811051
12_57087853	12	57087853	0.0416115714110533
12_57091386	12	57091386	0.228024695641935
12_57092495	12	57092495	0.328252143380589
12_57095926	12	57095926	-0.294653526824879
12_57098524	12	57098524	-0.0783065441944092
12_57102916	12	57102916	0.203777149395257
12_57145299	12	57145299	0.0529379890838435
12_57154581	12	57154581	0.12198305823161
12_57167463	12	57167463	0.465888525740823
12_57168210	12	57168210	-0.105876040911504
12_57175556	12	57175556	0.150856835119475
12_57175695	12	57175695	0.228024695641935
12_57177466	12	57177466	-0.141731924336043
12_57180698	12	57180698	-0.123447674859443
12_57183854	12	57183854	0.481781287887718
12_57185538	12	57185538	-0.274475644887248
12_57185637	12	57185637	0.0443127424695468
12_57191361	12	57191361	0.00824348776202483
12_57192873	12	57192873	-0.136739597155686
12_57193273	12	57193273	0.00231191601387542
12_57193282	12	57193282	-0.0129834038618601
12_57195284	12	57195284	-0.150486927611795
12_57196001	12	57196001	0.396147454450262
12_57196269	12	57196269	0.312416882932307
12_57199318	12	57199318	0.16292966742005
12_57201585	12	57201585	0.228024695641935
12_57203197	12	57203197	-0.0199028178016509
12_57203236	12	57203236	0.0119877693453102
12_57203499	12	57203499	-0.0557682703586566
12_57206498	12	57206498	0.0154800602618338
12_57224910	12	57224910	0.423040678047078
12_57225426	12	57225426	-0.32749402718674
12_57225806	12	57225806	-0.0327395365670319
12_57230918	12	57230918	-0.0939033992454276
12_57232235	12	57232235	0.455830613164747
12_57233291	12	57233291	0.0829743628386516
12_57237061	12	57237061	-0.083436400194359
12_57246837	12	57246837	0.205828949527738
12_57256057	12	57256057	-0.0186152719411905
12_57266789	12	57266789	0.452064969859865
12_57449928	12	57449928	-0.0455403776840286
12_57456138	12	57456138	-0.148123790243314
12_57456548	12	57456548	0.340918752047868
12_57465648	12	57465648	0.0440618607993398
12_57469650	12	57469650	0.0777820600613221
12_57472038	12	57472038	0.0888619479703093
12_57474102	12	57474102	0.134048547432921
12_57474124	12	57474124	0.0411465609184251
12_57475799	12	57475799	-0.193999233953016
12_57477605	12	57477605	-0.0661584087625233
12_57479229	12	57479229	0.202713607112747
12_57479259	12	57479259	0.215424658862301
12_57490342	12	57490342	-0.0205516574981682
12_57515034	12	57515034	0.0690351718807779
12_57516313	12	57516313	0.0669622629094186
12_57516883	12	57516883	-0.150486927611795
12_57517302	12	57517302	-0.0350097101918591
12_57517429	12	57517429	-0.0965005107314667
12_57526046	12	57526046	0.0330087132367919
12_57526148	12	57526148	-0.0704987949104839
12_57526581	12	57526581	0.345861185935793
12_57526585	12	57526585	0.382999355618276
12_57534413	12	57534413	0.187760825428208
12_57546568	12	57546568	0.329308031479116
12_57582864	12	57582864	0.107730461924223
12_57600960	12	57600960	0.0682442516051654
12_57601067	12	57601067	0.0445785545460036
12_57601068	12	57601068	0.0662736256453227
12_57607220	12	57607220	0.183170459857674
12_57608816	12	57608816	0.244326507971035
12_57610287	12	57610287	-0.0991400476115748
12_57610603	12	57610603	0.0335216714789563
12_57616349	12	57616349	0.0436001245045074
12_57616380	12	57616380	0.216247527865581
12_57621841	12	57621841	0.228024695641935
12_57622907	12	57622907	-0.363890565720988
12_57625414	12	57625414	0.10487646486907
12_57625712	12	57625712	-0.0114412390534547
12_57626799	12	57626799	0.0569127792491803
12_57626891	12	57626891	-0.069469180935232
12_57630279	12	57630279	0.0850667417998918
12_57630495	12	57630495	0.0336466504750833
12_57632030	12	57632030	0.184303318212617
12_57715924	12	57715924	0.243291452295245
12_57717883	12	57717883	-0.00414874648709871
12_57718372	12	57718372	0.662961752358483
12_57718406	12	57718406	0.46903279514573
12_57726626	12	57726626	-0.430466840501187
12_57734056	12	57734056	-0.403330710563673
12_57734595	12	57734595	0.0305786314357176
12_57745085	12	57745085	0.0580996941996222
12_57749305	12	57749305	-0.0813033624657941
12_57750882	12	57750882	0.115549966383522
12_57750998	12	57750998	-0.144452341408863
12_57751373	12	57751373	-0.0250942413267764
12_57758568	12	57758568	0.51753131283692
12_57764205	12	57764205	-0.138757635029688
12_57768302	12	57768302	0.116993383253191
12_57768956	12	57768956	-0.0428292146511585
12_57771592	12	57771592	0.238220462747823
12_57772807	12	57772807	-0.191059636699611
12_57780523	12	57780523	-0.0449937987644813
12_57782806	12	57782806	0.113464931379079
12_57796401	12	57796401	-0.150486927611795
12_57809571	12	57809571	0.284608224008302
12_57810378	12	57810378	-0.224487509055572
12_57810823	12	57810823	0.0445785545460036
12_57816005	12	57816005	-0.0498284249034044
12_57956848	12	57956848	-0.117750141199795
12_58323655	12	58323655	0.0736965492506409
12_58872755	12	58872755	0.176677815641714
12_58872784	12	58872784	0.011532875745171
12_58877622	12	58877622	-0.207361449028711
12_58878939	12	58878939	0.0033184084672404
12_58885878	12	58885878	0.0916054974153396
12_58888866	12	58888866	-0.0382553696955133
12_58919427	12	58919427	-0.058026362916831
12_58919447	12	58919447	-0.171382151923145
12_58919457	12	58919457	-0.154444941180478
12_58920155	12	58920155	-0.0800975997203971
12_59705002	12	59705002	-0.127634256557977
12_59733775	12	59733775	-0.0634381185183765
12_59733809	12	59733809	-0.0549092676295641
12_59775191	12	59775191	-0.0170878021945968
12_59775331	12	59775331	-0.20302512162554
12_59779673	12	59779673	0.474939436112452
12_62104745	12	62104745	0.0525826892320565
12_62302818	12	62302818	0.0880944344974598
12_62389682	12	62389682	0.432038587663528
12_62390870	12	62390870	0.858790885976216
12_62393128	12	62393128	0.0776904225575031
12_62467263	12	62467263	0.20027970515903
12_62500856	12	62500856	0.521383638332526
12_62532618	12	62532618	-0.0219535573664128
12_62532644	12	62532644	0.0710553493035356
12_62534853	12	62534853	0.0882999319753216
12_62537691	12	62537691	0.439528800835646
12_62552968	12	62552968	0.0534201732597523
12_62561053	12	62561053	-0.06836830713829
12_62689741	12	62689741	0.126145081622721
12_63149913	12	63149913	-0.179633273271312
12_63150369	12	63150369	0.262790113802611
12_63560524	12	63560524	0.315487536892274
12_63570819	12	63570819	0.338207613392358
12_63666564	12	63666564	0.124931202677831
12_63668102	12	63668102	0.146340898048227
12_63668285	12	63668285	-0.117110790406753
12_63668319	12	63668319	-0.183170737342515
12_63668352	12	63668352	-0.136547736653921
12_63780027	12	63780027	-0.0191930047290843
12_63782555	12	63782555	0.152923240401216
12_63808986	12	63808986	0.206491534092294
12_64078930	12	64078930	-0.249554269705622
12_64079023	12	64079023	-0.370113193826955
12_64091373	12	64091373	0.239340008869769
12_64127944	12	64127944	0.13660166787834
12_64128031	12	64128031	-0.122732052304646
12_64142498	12	64142498	-0.0375654150956156
12_64193853	12	64193853	0.0760216021968849
12_64267190	12	64267190	-0.0880027978057433
12_64277686	12	64277686	0.282472479664311
12_64285979	12	64285979	-0.0537462727734448
12_64286031	12	64286031	-0.0851331896176955
12_64318664	12	64318664	0.169921741078366
12_64318943	12	64318943	0.0227057876644282
12_64353042	12	64353042	-0.000599679406027853
12_64425868	12	64425868	0.413770214566646
12_64482007	12	64482007	0.0723738251817403
12_64497027	12	64497027	0.0784483395914247
12_64507252	12	64507252	-0.138757635029688
12_64610859	12	64610859	0.205304619141851
12_64674389	12	64674389	0.167142453494912
12_64729043	12	64729043	-0.0939033992454276
12_64739502	12	64739502	0.0580996941996222
12_64747808	12	64747808	0.189205446751407
12_64752752	12	64752752	-0.0535456616292867
12_64756705	12	64756705	-0.0857907534581079
12_64756761	12	64756761	0.0504865100897471
12_64830472	12	64830472	-0.042333050997718
12_64832223	12	64832223	-0.348324674774513
12_65120461	12	65120461	0.164830869154741
12_65169932	12	65169932	-0.00778824145683489
12_65170458	12	65170458	0.228024695641935
12_65246247	12	65246247	-0.0738656460088826
12_65278778	12	65278778	-0.225340922296008
12_65278850	12	65278850	0.15931194555792
12_65308662	12	65308662	0.0710553493035356
12_65463250	12	65463250	0.194857831706735
12_65951424	12	65951424	0.202933714679104
12_66169865	12	66169865	-0.152006353808996
12_66196952	12	66196952	0.126741359804753
12_66197002	12	66197002	0.0874263654691342
12_66203827	12	66203827	0.0487009961973728
12_66210200	12	66210200	0.195844289892785
12_66211448	12	66211448	0.274818907120876
12_66211477	12	66211477	0.309818786805582
12_66228288	12	66228288	0.238831450598518
12_66245120	12	66245120	0.177838938473718
12_66247742	12	66247742	0.0905211718919998
12_66247777	12	66247777	-0.0156443853249279
12_66248033	12	66248033	0.143135798055422
12_66304878	12	66304878	-0.00966686207739584
12_66305057	12	66305057	-0.00827332771973141
12_66305115	12	66305115	-0.0783065441944092
12_66306493	12	66306493	0.447990379583843
12_66310388	12	66310388	-0.0738656460088826
12_66314028	12	66314028	-0.0492035917746133
12_66322010	12	66322010	-0.549582883021617
12_66325085	12	66325085	-0.104245343466887
12_66331320	12	66331320	-0.162995922518374
12_66331336	12	66331336	-0.0186152719411905
12_66331380	12	66331380	0.0192106808060275
12_66331422	12	66331422	0.248344680021531
12_66331486	12	66331486	0.0727464701640236
12_66348920	12	66348920	0.163319006254119
12_66371826	12	66371826	-0.0111629682374913
12_66379295	12	66379295	0.181731043368
12_66392311	12	66392311	0.289425240306078
12_66392391	12	66392391	0.303312822946172
12_66515651	12	66515651	-0.242425923955516
12_66645831	12	66645831	0.174253439200954
12_66645840	12	66645840	0.14740623543365
12_67291623	12	67291623	0.140561854391595
12_67302444	12	67302444	0.250220441756131
12_67302558	12	67302558	0.0562583473754548
12_67305476	12	67305476	0.0860056907695068
12_67312686	12	67312686	-0.000244292031182527
12_67312764	12	67312764	0.218686831062598
12_67651623	12	67651623	-0.265514777315627
12_67658386	12	67658386	0.24848879820165
12_67658398	12	67658398	0.238078360305858
12_67801315	12	67801315	-0.340259063932591
12_68252603	12	68252603	-0.104171734699255
12_68313507	12	68313507	0.100107220721198
12_68315076	12	68315076	0.0974405858317904
12_68315199	12	68315199	0.382352842033229
12_68321609	12	68321609	0.159637720661685
12_68326690	12	68326690	-0.0371173731538504
12_68326754	12	68326754	0.0074255561285377
12_68326847	12	68326847	-0.192681553723601
12_68326873	12	68326873	-0.122882466217194
12_68331171	12	68331171	0.240408420097767
12_68719404	12	68719404	0.0481156056270001
12_68721918	12	68721918	-0.143231111608996
12_68733465	12	68733465	0.199455543445164
12_68746441	12	68746441	-0.113012222193132
12_68747968	12	68747968	0.0564133175717355
12_68811541	12	68811541	0.116993383253191
12_68871798	12	68871798	0.143491185430267
12_68871818	12	68871818	0.184632100128554
12_68932767	12	68932767	0.100269148443562
12_69253069	12	69253069	-0.0644261981685939
12_69348418	12	69348418	-0.150486927611795
12_69574082	12	69574082	0.242671471606336
12_69574134	12	69574134	0.109380199143316
12_69601390	12	69601390	0.0773457831442666
12_69610318	12	69610318	-0.175872246031709
12_69643740	12	69643740	0.0976280583862597
12_69655404	12	69655404	-0.0847627453889588
12_69670515	12	69670515	-0.109476203165889
12_69676964	12	69676964	0.101267553355996
12_69676990	12	69676990	0.228024695641935
12_69697672	12	69697672	0.0215738181745085
12_69738449	12	69738449	0.28049211553607
12_69795298	12	69795298	-0.122732052304646
12_69879276	12	69879276	-0.0373198708790602
12_69880286	12	69880286	-0.187012803636909
12_69925913	12	69925913	7.27489635861848e-05
12_69936307	12	69936307	0.037921812261992
12_69936526	12	69936526	0.279554996282017
12_69936576	12	69936576	0.334939899558447
12_69938047	12	69938047	-0.050510803732047
12_69957904	12	69957904	0.0693269496228765
12_70330398	12	70330398	0.119500238863766
12_70330452	12	70330452	-0.0647570535859111
12_70524405	12	70524405	0.0760216021968849
12_70534836	12	70534836	0.0257165203488191
12_70534944	12	70534944	-0.114576967510178
12_70544603	12	70544603	-0.0939033992454276
12_70555206	12	70555206	0.064966413687889
12_70555284	12	70555284	-0.00330085046452093
12_70560684	12	70560684	-0.402025694607759
