	Chromosome	Position	28RT_T1_vs_28RT_PBMC.tumour
6_167976201	6	167976201	-0.761498145384399
6_167976245	6	167976245	-0.965803889706801
6_167976246	6	167976246	-0.966198661919112
6_167976271	6	167976271	-1.04345253110832
6_167976273	6	167976273	-0.930016325612466
6_167976565	6	167976565	-0.200663915556135
6_167976568	6	167976568	-0.290162066395237
6_167976591	6	167976591	-0.496612943862664
6_167976629	6	167976629	-0.564461298324845
6_168038621	6	168038621	-1.00707249776945
6_168040149	6	168040149	-1.27105324344753
6_168040152	6	168040152	-1.23452736742242
6_168042007	6	168042007	-1.05491981258277
6_168042661	6	168042661	-0.539870001875333
6_168057322	6	168057322	-0.873574115552994
6_168060987	6	168060987	-1.0544781487064
6_168061945	6	168061945	-1.05066317502223
6_168062709	6	168062709	-0.620892476818599
6_168062943	6	168062943	-0.46849930765375
6_168293895	6	168293895	-0.805215737161457
6_168293914	6	168293914	-0.791245488778451
6_168307667	6	168307667	-1.01325548597989
6_168307689	6	168307689	-1.38208455583628
6_168308136	6	168308136	-1.05805952011333
6_168308207	6	168308207	-1.01052569322431
6_168308705	6	168308705	-0.645733005110236
6_168309084	6	168309084	-1.10259962922189
6_168310234	6	168310234	-1.13073195505012
6_168319417	6	168319417	-1.00065544920025
6_168526374	6	168526374	-0.865060883771696
6_168543652	6	168543652	-0.495093517665463
6_168598990	6	168598990	-0.506342658798422
6_168608202	6	168608202	-0.718827529138376
6_168653035	6	168653035	-0.919978802900654
6_168653208	6	168653208	-0.915177816636833
6_168667230	6	168667230	-1.05604035247668
6_169221441	6	169221441	-0.692349733198059
6_169225200	6	169225200	-0.901030860359125
6_169229628	6	169229628	-0.669742748638893
6_169231328	6	169231328	-1.11905015000248
6_169231368	6	169231368	-0.746632284661428
6_169237628	6	169237628	-0.787374078563558
6_169237646	6	169237646	-0.908483164062825
6_169237752	6	169237752	-0.730944978510637
6_169240500	6	169240500	-0.92894726662254
6_169241738	6	169241738	-1.28792706201193
6_169246264	6	169246264	-0.756480070617775
6_169248637	6	169248637	-0.438509989299096
6_169338213	6	169338213	-1.10666642554665
6_169338255	6	169338255	-1.29307954977753
6_169338270	6	169338270	-1.21215955439396
6_169340062	6	169340062	-0.703368734158212
6_169458400	6	169458400	-0.515709119966472
6_169582895	6	169582895	-1.22596535391899
6_169602288	6	169602288	-0.926405072060087
6_169632990	6	169632990	-1.33441530444496
6_169643735	6	169643735	-0.94912514856017
6_169647806	6	169647806	-0.938154030739167
6_169649258	6	169649258	-0.865467219513261
6_169651953	6	169651953	-1.05930806631059
6_169658039	6	169658039	-0.94912514856017
6_169658343	6	169658343	-1.01213494608597
6_169659098	6	169659098	-1.28616013583774
6_169659138	6	169659138	-1.20189121894014
6_169659149	6	169659149	-1.23291811456076
6_169662385	6	169662385	-0.606600149065694
6_169667179	6	169667179	-0.889746601481239
6_169668739	6	169668739	-1.16485383961561
6_169670627	6	169670627	-0.654677790094915
6_169670940	6	169670940	-0.526892147877122
6_169702171	6	169702171	-0.79898479913231
6_169702877	6	169702877	-0.748826498074339
6_169702954	6	169702954	-0.961097790226246
6_169743204	6	169743204	-0.778013232167416
6_169744098	6	169744098	-0.450671641093689
6_169744132	6	169744132	-0.764700577422743
6_169762531	6	169762531	-0.724418861385476
6_169776371	6	169776371	-1.66282096340353
6_169776523	6	169776523	-1.30987249233806
6_169776551	6	169776551	-1.34767452505045
6_169776552	6	169776552	-1.33518358086725
6_170283021	6	170283021	-1.05604035247668
6_170283078	6	170283078	-1.1335497196976
6_170283458	6	170283458	-0.98229201249537
6_170288296	6	170288296	-0.730944978510637
6_170289560	6	170289560	-0.728999334195668
6_170306277	6	170306277	-0.851277825162026
6_170306512	6	170306512	-0.481620229387191
6_170306547	6	170306547	-0.6641481898457
6_170317855	6	170317855	-1.03658798981051
6_170318579	6	170318579	-0.999751221630138
6_170318603	6	170318603	-0.850721444499176
6_170318681	6	170318681	-0.896657728666035
6_170318745	6	170318745	-0.923438504896521
6_170318749	6	170318749	-0.957790009687298
6_170318921	6	170318921	-0.756480070617775
6_170330466	6	170330466	-0.76409325472765
6_170358231	6	170358231	-1.09351505789535
6_170391019	6	170391019	-1.36416264783901
6_170461487	6	170461487	-1.21921431192791
6_170461797	6	170461797	-0.961725185339804
6_170461850	6	170461850	-0.904037259031632
6_170546133	6	170546133	-0.940301298173164
6_170553212	6	170553212	-1.14177022650257
6_170562015	6	170562015	-0.686090742726377
6_170562021	6	170562021	-0.67381241294794
6_170569621	6	170569621	-0.825976917787305
6_170572229	6	170572229	-1.21051170151248
6_170578909	6	170578909	-0.826114258454827
6_170578921	6	170578921	-0.770419261575648
6_170580087	6	170580087	-1.1335497196976
6_170583671	6	170583671	-0.790863064643438
7_178163	7	178163	-0.0266617490311907
7_179046	7	179046	-0.0516948822007181
7_193245	7	193245	0.115005188859545
7_193451	7	193451	0.174610219862075
7_195594	7	195594	-0.451625489089354
7_195679	7	195679	-0.412097124902716
7_197260	7	197260	-0.10112824200522
7_197267	7	197267	-0.154444056537677
7_197337	7	197337	-0.220929764021696
7_255994	7	255994	0.417657182111452
7_256012	7	256012	0.418606635940317
7_256705	7	256705	-0.0331894133486448
7_257057	7	257057	-0.0646023659801064
7_258664	7	258664	-0.286160135837741
7_259973	7	259973	0.263868574774028
7_263878	7	263878	-0.0623357590081614
7_290820	7	290820	0.113159129694172
7_291309	7	291309	-0.0358367817535013
7_291450	7	291450	-0.119050150002483
7_501186	7	501186	0.364535330343592
7_519050	7	519050	0.0288485451098307
7_550511	7	550511	0.0086466160505321
7_550574	7	550574	-0.0271276605614437
7_579337	7	579337	0.313909257273623
7_596197	7	596197	-0.191485986129214
7_680704	7	680704	0.0926950271344566
7_729774	7	729774	0.134939116228304
7_740825	7	740825	0.0981805662181863
7_754620	7	754620	-0.627197053672808
7_756843	7	756843	-0.0389218189108161
7_756918	7	756918	0.140373002278932
7_763880	7	763880	0.0874007274649435
7_769198	7	769198	-0.0453404638194735
7_775151	7	775151	0.358303376632077
7_785557	7	785557	0.326509294053257
7_822996	7	822996	0.161433226587528
7_838834	7	838834	-0.252905896737273
7_841957	7	841957	0.188378375189765
7_842031	7	842031	0.20841612842631
7_842045	7	842045	0.290340786135219
7_847215	7	847215	0.0172664587970099
7_847859	7	847859	0.132011614165235
7_847933	7	847933	0.183983633132409
7_849955	7	849955	-0.133549719697598
7_853488	7	853488	0.381348055460201
7_856923	7	856923	0.243519929382225
7_856983	7	856983	0.260328217068779
7_857038	7	857038	-0.155576026027597
7_857859	7	857859	-0.206282988057295
7_860249	7	860249	0.290545264208113
7_872560	7	872560	-0.123154548335219
7_876711	7	876711	0.313909257273623
7_884343	7	884343	-0.103158777232591
7_886080	7	886080	0.283852023417444
7_892323	7	892323	0.332056603983883
7_892416	7	892416	0.350435133298738
7_895362	7	895362	0.4035464697583
7_899208	7	899208	0.198216567515016
7_904177	7	904177	0.338156803520301
7_904231	7	904231	0.579424043255719
7_905078	7	905078	-0.1151350999991
7_935399	7	935399	-0.222143642966586
7_984483	7	984483	0.291882950943624
7_984543	7	984543	0.316949711593675
7_987371	7	987371	0.432745486783474
7_988643	7	988643	0.0106857613241309
7_988807	7	988807	0.12958682745387
7_989174	7	989174	0.574436807496842
7_989225	7	989225	0.528922148244474
7_989438	7	989438	0.215261669340712
7_1010122	7	1010122	-0.27843277381313
7_1028282	7	1028282	0.348555400080515
7_1028490	7	1028490	0.0130728187274451
7_1028550	7	1028550	0.101949036034099
7_1028817	7	1028817	-0.183590402197193
7_1028840	7	1028840	-0.259465269172321
7_1055109	7	1055109	0.311741420590913
7_1055173	7	1055173	0.173210394363882
7_1055191	7	1055191	0.0900454487205074
7_1056230	7	1056230	-0.195285735829568
7_1057497	7	1057497	0.71645581236927
7_1057508	7	1057508	0.643450536270861
7_1057758	7	1057758	-0.246391189213264
7_1057813	7	1057813	-0.157066413599078
7_1058259	7	1058259	0.293235689008874
7_1065143	7	1065143	-0.0105256932243137
7_1065226	7	1065226	0.254408245524962
7_1065922	7	1065922	0.120415784692907
7_1066025	7	1066025	0.0800211970993462
7_1091758	7	1091758	0.0661416080931402
7_1091794	7	1091794	0.141477400220736
7_1092439	7	1092439	0.39532038288862
7_1092517	7	1092517	0.265613700232842
7_1092820	7	1092820	0.0365195584627595
7_1092847	7	1092847	0.115725995789797
7_1093084	7	1093084	0.351877107472644
7_1093429	7	1093429	0.264999656792677
7_1093535	7	1093535	0.490406912639422
7_1093614	7	1093614	0.0030463263492144
7_1236099	7	1236099	-0.171517569896618
7_1434237	7	1434237	0.0291797803405105
7_1434361	7	1434361	0.16728434355514
7_1434574	7	1434574	0.256343969739809
7_1434624	7	1434624	0.259461473251247
7_1437963	7	1437963	0.27114097166789
7_1438686	7	1438686	-0.12600291064425
7_1438693	7	1438693	-0.0953458894112142
7_1438697	7	1438697	-0.0398906124833528
7_1440006	7	1440006	-0.097988534474653
7_1440023	7	1440023	-0.148797493396535
7_1440644	7	1440644	0.160222247628191
7_1440649	7	1440649	0.205202997831123
7_1442347	7	1442347	0.176405733523688
7_1442373	7	1442373	0.110995843877401
7_1444720	7	1444720	-0.0147134901877472
7_1444782	7	1444782	0.23931994085294
7_1444824	7	1444824	0.409668240079054
7_1444951	7	1444951	0.431965018795336
7_1445286	7	1445286	0.0069315038522325
7_1445297	7	1445297	0.066471706490848
7_1447590	7	1447590	0.190037599111455
7_1447748	7	1447748	0.316335994668164
7_1448629	7	1448629	-0.215640123128926
7_1470790	7	1470790	-0.132989340960357
7_1471198	7	1471198	0.206994053357111
7_1471578	7	1471578	0.218997610248157
7_1472248	7	1472248	-0.0823916794236347
7_1472254	7	1472254	-0.12600291064425
7_1473084	7	1473084	0.136604725465714
7_1473172	7	1473172	0.00408063996088836
7_1474170	7	1474170	0.335328240908529
7_1474801	7	1474801	0.0270281094854618
7_1476825	7	1476825	0.00408063996088836
7_1478499	7	1478499	0.112275396103973
7_1480896	7	1480896	0.349398341992248
7_1486639	7	1486639	-0.609638682288503
7_1486664	7	1486664	-0.686090742726377
7_1497267	7	1497267	0.275941407074603
7_1498430	7	1498430	0.288374165166486
7_1498511	7	1498511	0.426383986532036
7_1498978	7	1498978	0.171169085157541
7_1500010	7	1500010	0.13746253643592
7_1503096	7	1503096	0.297035438709227
7_1503133	7	1503133	0.42938647469356
7_1534767	7	1534767	0.225961557997921
7_1545607	7	1545607	0.264581544910055
7_1545684	7	1545684	0.235299422577257
7_1545689	7	1545689	0.192050914400524
7_1545964	7	1545964	0.645618372953571
7_1545983	7	1545983	0.565448024269588
7_1546273	7	1546273	-0.116852594298237
7_1546398	7	1546398	0.0366609922201287
7_1546420	7	1546420	-0.059097990585302
7_1546521	7	1546521	-0.212159554393964
7_1546603	7	1546603	0.00780612954794355
7_1547021	7	1547021	-0.011589235506824
7_1548755	7	1548755	-0.0162393444187073
7_1548760	7	1548760	0.142993053428261
7_1548913	7	1548913	-0.0834262402717615
7_1549556	7	1549556	0.247911698499383
7_1550339	7	1550339	0.0134001460211668
7_1555422	7	1555422	-0.11167816134613
7_1619779	7	1619779	0.206392429061116
7_1619988	7	1619988	0.378679512663861
7_1620674	7	1620674	0.0791638958712532
7_1621136	7	1621136	0.0404582354944913
7_1621184	7	1621184	0.0773470628010207
7_1631510	7	1631510	-0.113511966461053
7_1744638	7	1744638	0.397797325794062
7_1745819	7	1745819	0.115005188859545
7_1745829	7	1745829	0.211339523633076
7_1745832	7	1745832	0.265613700232842
7_1746026	7	1746026	0.149055245378733
7_1746056	7	1746056	0.247566762444927
7_1746102	7	1746102	0.159809222992993
7_1746438	7	1746438	0.204498040553042
7_1746623	7	1746623	0.0786198419227338
7_1936778	7	1936778	0.170614095713925
7_1980459	7	1980459	-0.128831170795068
7_2014514	7	2014514	0.0354448108702236
7_2014607	7	2014607	-0.138949707440188
7_2066647	7	2066647	-0.0736702464984739
7_2215913	7	2215913	-0.332453788111676
7_2217977	7	2217977	0.0390007511515379
7_2222657	7	2222657	0.063931004265276
7_2239684	7	2239684	0.478296075174506
7_2250884	7	2250884	0.063931004265276
7_2275209	7	2275209	0.0656718533679101
7_2314345	7	2314345	-0.0526297243140304
7_2314365	7	2314365	-0.171517569896618
7_2354993	7	2354993	0.470100147682107
7_2355111	7	2355111	-0.0244132758644075
7_2355218	7	2355218	0.115830293280599
7_2355408	7	2355408	0.569748161703213
7_2366317	7	2366317	0.321728761732923
7_2366416	7	2366416	0.0167266290279838
7_2366945	7	2366945	0.303416883455981
7_2432964	7	2432964	0.372802946327192
7_2433257	7	2433257	0.238501854615601
7_2433268	7	2433268	0.227031806593657
7_2433452	7	2433452	0.135763749026342
7_2475194	7	2475194	0.200252475478056
7_2475218	7	2475218	0.0747215933941974
7_2513172	7	2513172	0.311834929035765
7_2526342	7	2526342	-0.0469724719583149
7_2538147	7	2538147	-0.0941754813634534
7_2538182	7	2538182	-0.152339468212754
7_2538737	7	2538737	-0.0896063721100009
7_2538839	7	2538839	-0.256553673752418
7_2540791	7	2540791	0.292692771363928
7_2543261	7	2543261	-0.0410476380012098
7_2543631	7	2543631	0.42468968799216
7_2543714	7	2543714	0.12266553450784
7_2572274	7	2572274	0.145734037781271
7_2597059	7	2597059	-0.0486608221110849
7_2597101	7	2597101	-0.159342855950516
7_2597122	7	2597122	-0.0866286723101053
7_2598506	7	2598506	-0.0412433505486018
7_2598555	7	2598555	-0.184341610254202
7_2605888	7	2605888	0.0635859031893835
7_2607185	7	2607185	-0.0543073852522269
7_2607242	7	2607242	-0.0114094268145131
7_2607316	7	2607316	0.131045200123813
7_2610070	7	2610070	0.376861162901545
7_2646891	7	2646891	0.334667817440421
7_2647227	7	2647227	0.358997146802162
7_2647532	7	2647532	-0.184341610254202
7_2647594	7	2647594	0.101500924509798
7_2653005	7	2653005	0.2340966754956
7_2656403	7	2656403	0.465912350718673
7_2659000	7	2659000	0.302413618435794
7_2661703	7	2661703	0.0508748514398297
7_2700508	7	2700508	0.41162219521772
7_2700664	7	2700664	-0.0374810229810174
7_2702777	7	2702777	-0.0506631750222326
7_2708590	7	2708590	0.200252475478056
7_2708715	7	2708715	0.0184533737474522
7_2708795	7	2708795	0.330982770632565
7_2708853	7	2708853	0.158934597297282
7_2709169	7	2709169	-0.0340140461466834
7_2709170	7	2709170	-0.0560403524766823
7_2709210	7	2709210	0.0508748514398297
7_2712353	7	2712353	0.391911769274897
7_2712412	7	2712412	-0.0175121235404206
7_2712425	7	2712425	-0.0734532835623719
7_2712546	7	2712546	0.508556688127167
7_2712712	7	2712712	-0.0278371245742111
7_2712749	7	2712749	0.16129884113348
7_2731369	7	2731369	0.173210394363882
7_2738900	7	2738900	0.112275396103973
7_2738953	7	2738953	0.0829360606721281
7_2739118	7	2739118	0.257325728907256
7_2762873	7	2762873	-0.27628989181368
7_2794943	7	2794943	0.255233349946016
7_2795120	7	2795120	0.600561877413455
7_2814335	7	2814335	0.0901342818870568
7_2814375	7	2814375	0.0828177439425839
7_2906707	7	2906707	-0.0221886107498937
7_2915328	7	2915328	-0.034516639790815
7_2917371	7	2917371	0.169519347938449
7_2923214	7	2923214	-0.0968787690038625
7_2928611	7	2928611	0.390361317711497
7_2928657	7	2928657	0.48282573365502
7_2930035	7	2930035	0.192050914400524
7_2930055	7	2930055	0.00984758317977488
7_2937133	7	2937133	-0.186988978659058
7_2937166	7	2937166	-0.18493808565894
7_2947615	7	2947615	-0.336148271669418
7_2947779	7	2947779	-0.104403374038081
7_3301728	7	3301728	-0.496612943862664
7_3639079	7	3639079	0.0321382888582438
7_3951826	7	3951826	0.205384800495454
7_3951847	7	3951847	0.309407865038683
7_3951861	7	3951861	0.3671341962405
7_3974390	7	3974390	0.0976690629187708
7_3974407	7	3974407	0.126162978744067
7_4010995	7	4010995	0.376115680368028
7_4012209	7	4012209	0.223711448302045
7_4017225	7	4017225	0.0387001374937274
7_4051651	7	4051651	-0.0677696450587896
7_4077033	7	4077033	0.383450190526701
7_4110680	7	4110680	0.471450534260103
7_4114237	7	4114237	-0.137886792015338
7_4129429	7	4129429	0.0696114140214154
7_4129924	7	4129924	0.260797920814061
7_4130065	7	4130065	0.451412781023558
7_4132374	7	4132374	0.407439947999209
7_4134794	7	4134794	-0.11548353498229
7_4145806	7	4145806	-0.203939047588996
7_4145852	7	4145852	-0.255786486794222
7_4149443	7	4149443	0.313909257273623
7_4161816	7	4161816	-0.136752151735942
7_4174245	7	4174245	0.0819017470604542
7_4174308	7	4174308	0.116166311691549
7_4174320	7	4174320	0.148485648066252
7_4178523	7	4178523	0.207600355127283
7_4179126	7	4179126	-0.0437620226982456
7_4179216	7	4179216	-0.00357293258254683
7_4205895	7	4205895	-0.286706507759018
7_4205897	7	4205897	-0.288817522923372
7_4208128	7	4208128	-0.203939047588996
7_4220251	7	4220251	0.0641716740532873
7_4237737	7	4237737	0.0985715934711261
7_4245697	7	4245697	-0.236927459542906
7_4265297	7	4265297	-0.243572507025426
7_4265305	7	4265305	-0.228408906039039
7_4578519	7	4578519	0.0508748514398297
7_4578719	7	4578719	0.149653005918003
7_4675281	7	4675281	0.17505426266056
7_4682510	7	4682510	-0.00608103337224634
7_4740919	7	4740919	0.0773470628010207
7_4755254	7	4755254	0.282200397546285
7_4755368	7	4755368	0.2340966754956
7_4759216	7	4759216	0.218602297177896
7_4759510	7	4759510	0.0117042541591517
7_4761281	7	4761281	0.236430504595906
7_4762398	7	4762398	-0.115775017969622
7_4781669	7	4781669	0.0716334116066272
7_4781721	7	4781721	-0.105850652247624
7_4783765	7	4783765	0.177986769343169
7_4784355	7	4784355	0.180642726410159
7_4785676	7	4785676	0.168231802077988
7_4786314	7	4786314	0.245522282293373
7_4787756	7	4787756	0.197360939917314
7_4788253	7	4788253	0.372802946327192
7_4788256	7	4788256	0.273267272776278
7_4788262	7	4788262	0.306713755869419
7_4790417	7	4790417	0.293235689008874
7_4791191	7	4791191	0.228873153417824
7_4791289	7	4791289	0.100627886636929
7_4791916	7	4791916	0.291882950943624
7_4792075	7	4792075	0.169056277788144
7_4792119	7	4792119	0.0188136422075309
7_4792479	7	4792479	-0.165162074856795
7_4793118	7	4793118	-0.135538272791052
7_4793179	7	4793179	-0.234879630894048
7_4800177	7	4800177	0.00555086093033933
7_4800233	7	4800233	0.072408012989471
7_4800262	7	4800262	0.198432039853687
7_4801752	7	4801752	-0.0259407456110013
7_4801821	7	4801821	0.109291537665152
7_4801922	7	4801922	0.0508748514398297
7_4801983	7	4801983	-0.171517569896618
7_4816231	7	4816231	0.20287794488488
7_4816235	7	4816235	0.136604725465714
7_4817347	7	4817347	-0.158072038831667
7_4836424	7	4836424	-0.232431949420225
7_4836432	7	4836432	-0.189176236393125
7_4836433	7	4836433	-0.131122982303058
7_4836576	7	4836576	0.109768540493398
7_4859944	7	4859944	-0.00207402850912942
7_4860054	7	4860054	0.216884802878759
7_4860464	7	4860464	0.101060608608046
7_4860710	7	4860710	0.3038555926097
7_4861360	7	4861360	0.17162701090044
7_4861560	7	4861560	-0.0429920720243927
7_4861613	7	4861613	-0.212159554393964
7_4861776	7	4861776	-0.00357293258254683
7_4911162	7	4911162	-0.0632961684794815
7_4916022	7	4916022	0.465912350718673
7_4920176	7	4920176	-0.0105256932243137
7_5063939	7	5063939	-0.180009030790258
7_5063949	7	5063949	-0.0157228972891941
7_5063991	7	5063991	-0.15299748192582
7_5064142	7	5064142	-0.121961745422386
7_5064492	7	5064492	0.342830866576133
7_5064644	7	5064644	0.115005188859545
7_5064728	7	5064728	0.246795061415087
7_5065577	7	5065577	-0.178606994682938
7_5072404	7	5072404	0.183325147463479
7_5073179	7	5073179	0.44319227421859
7_5225860	7	5225860	0.0340010328754332
7_5225871	7	5225871	0.0836647865574989
7_5229660	7	5229660	-0.254751431118432
7_5287902	7	5287902	0.194465705068679
7_5298999	7	5298999	0.231447097081651
7_5299062	7	5299062	0.326509294053257
7_5299083	7	5299083	0.295678520196537
7_5300595	7	5300595	0.158678140974345
7_5309180	7	5309180	0.31126453601806
7_5312956	7	5312956	0.0508748514398297
7_5313106	7	5313106	0.0208176175836497
7_5313818	7	5313818	0.0211275080457776
7_5320601	7	5320601	0.311741420590913
7_5324272	7	5324272	0.0295012006472628
7_5324350	7	5324350	0.0251117553747477
7_5329961	7	5329961	-0.238631765755155
7_5332672	7	5332672	0.0687967594370919
7_5332933	7	5332933	0.286942209673354
7_5357084	7	5357084	0.170338518041401
7_5359413	7	5359413	0.169927523083593
7_5359476	7	5359476	0.0909522908151647
7_5361633	7	5361633	0.161057769190252
7_5370382	7	5370382	0.20287794488488
7_5370870	7	5370870	0.544414324397391
7_5371053	7	5371053	-0.0412433505486018
7_5371273	7	5371273	-0.341442571338931
7_5374208	7	5374208	0.301682954940364
7_5374308	7	5374308	0.20615307691774
7_5387886	7	5387886	-0.0964668646353573
7_5388021	7	5388021	0.251787545365826
7_5388319	7	5388319	0.245047399128819
7_5388456	7	5388456	0.115005188859545
7_5388800	7	5388800	0.0220199887676443
7_5389298	7	5389298	-0.12600291064425
7_5421073	7	5421073	0.0919021196998843
7_5427877	7	5427877	0.100202563803398
7_5428227	7	5428227	0.0508748514398297
7_5481837	7	5481837	-0.0400336447583808
7_5490127	7	5490127	-0.0212749343160058
7_5491323	7	5491323	-0.0906792927741897
7_5500919	7	5500919	-0.0498191481796435
7_5528657	7	5528657	-0.0945555880817343
7_5529356	7	5529356	0.25997045016282
7_5593398	7	5593398	-0.011186116692422
7_5593611	7	5593611	0.135143768337434
7_5607490	7	5607490	0.0666421672981461
7_5607718	7	5607718	-0.062019204966104
7_5615982	7	5615982	0.153968344403933
7_5616019	7	5616019	0.0948181990274264
7_5711812	7	5711812	0.290925939272784
7_5712801	7	5712801	0.171729246314215
7_5741201	7	5741201	-0.0941754813634534
7_5752898	7	5752898	-0.0735725194846589
7_5943381	7	5943381	0.0739584645528707
7_5986753	7	5986753	0.536301678610071
7_5986899	7	5986899	0.101060608608046
7_5986976	7	5986976	0.0177079875046303
7_5987156	7	5987156	0.0617631675825659
7_5987208	7	5987208	0.276434551854961
7_5987233	7	5987233	0.15471066242437
7_5987277	7	5987277	0.157790055356342
7_5987311	7	5987311	-0.0820194190575157
7_5987499	7	5987499	-0.0326485041224538
7_6002611	7	6002611	0.270441228697514
7_6003755	7	6003755	0.264118890562092
7_6009472	7	6009472	-0.126663334112358
7_6013082	7	6013082	0.0378186986143831
7_6017933	7	6017933	0.170714621445833
7_6017967	7	6017967	0.221986767832584
7_6023652	7	6023652	0.501536260449395
7_6026819	7	6026819	0.300853104448177
7_6026830	7	6026830	0.130101542590405
7_6031429	7	6031429	-0.0694193822778822
7_6035892	7	6035892	0.249654715554327
7_6036192	7	6036192	0.14603208448017
7_6038617	7	6038617	-0.21017100130051
7_6040999	7	6040999	-0.195035376602755
7_6149729	7	6149729	0.0169275195164918
7_6149856	7	6149856	-0.167548667693673
7_6150149	7	6150149	0.290701866112298
7_6153826	7	6153826	0.0581796520630627
7_6153855	7	6153855	-0.0881015617089808
7_6153889	7	6153889	-0.165936537633319
7_6154582	7	6154582	0.109768540493398
7_6154748	7	6154748	0.0508748514398297
7_6156926	7	6156926	0.126539121371902
7_6401999	7	6401999	0.283535608230105
7_6409960	7	6409960	-0.00850369563910202
7_6416716	7	6416716	-0.133964824013766
7_6421793	7	6421793	-0.171517569896618
7_6432927	7	6432927	0.332645819855209
7_6434867	7	6434867	0.0867200503865518
7_6466270	7	6466270	0.378449509468334
7_6502086	7	6502086	0.264999656792677
7_6508252	7	6508252	0.0794440036366006
7_6510909	7	6510909	0.253691734439517
7_6514502	7	6514502	-0.159048217934402
7_6551039	7	6551039	-0.37362297708808
7_6551062	7	6551062	-0.236006296348332
7_6551268	7	6551268	-0.179244931921229
7_6551306	7	6551306	-0.0781115892802484
7_6581638	7	6581638	0.332645819855209
7_6581646	7	6581646	0.325881898939699
7_6583386	7	6583386	-0.0299078032762165
7_6585124	7	6585124	0.378679512663861
7_6588883	7	6588883	0.210353065447026
7_6602828	7	6602828	0.313909257273623
7_6608108	7	6608108	-0.152217013937682
7_6617266	7	6617266	-0.178150662229065
7_6621159	7	6621159	0.233078182660579
7_6621598	7	6621598	0.00543188067866256
7_6622373	7	6622373	0.332445208711051
7_6642989	7	6642989	0.437897974549077
7_6643823	7	6643823	0.0156854229775295
7_6643938	7	6643938	-0.194237646396702
7_6652465	7	6652465	0.0376994626920965
7_6652474	7	6652474	0.0904032156264669
7_6652889	7	6652889	-0.0335173358505429
7_6654579	7	6654579	0.328103138856378
7_6692433	7	6692433	0.269298370573332
7_6692630	7	6692630	0.183325147463479
7_6804943	7	6804943	-0.321093925947128
7_6819822	7	6819822	-0.000655449200252439
7_6956254	7	6956254	0.264999656792677
7_6956353	7	6956353	-0.0315873087521434
7_6956432	7	6956432	-0.403691012025652
7_6956435	7	6956435	-0.430658059625921
7_6956548	7	6956548	-0.0920831024022134
7_7370760	7	7370760	0.174746509601998
7_7370826	7	7370826	0.110995843877401
7_7381549	7	7381549	0.105322635462206
7_7431572	7	7431572	0.186389822096311
7_7432509	7	7432509	0.0883495568584925
7_7435528	7	7435528	0.209941337407448
7_7443611	7	7443611	0.137289603257303
7_7443646	7	7443646	0.0508748514398297
7_7456104	7	7456104	0.0268293774731786
7_7474604	7	7474604	0.635837352160986
7_7490594	7	7490594	0.46300075529877
7_7511812	7	7511812	-0.131603200345567
7_7531724	7	7531724	-0.0746560306440293
7_7606036	7	7606036	0.0508748514398297
7_7607056	7	7607056	0.0628474931059056
7_7607089	7	7607089	-0.00256440752163084
7_7801707	7	7801707	0.277150707263505
7_7967710	7	7967710	0.147899305834694
7_7968245	7	7968245	0.5639444336792
7_8022539	7	8022539	0.128877363441103
7_8060230	7	8060230	-0.178150662229065
7_8086334	7	8086334	-0.0963511017433482
7_8128002	7	8128002	0.0794440036366006
7_8158596	7	8158596	0.327392486637245
7_8262004	7	8262004	-0.0168697551960046
7_8262015	7	8262015	0.0257838704769991
7_8262065	7	8262065	0.148906934400356
7_8262105	7	8262105	0.234906799077517
7_8262144	7	8262144	0.102963362588284
7_8751460	7	8751460	0.147382832293176
7_10982603	7	10982603	-0.0560403524766823
7_10982933	7	10982933	0.0508748514398297
7_11028792	7	11028792	0.00154713907626139
7_11028812	7	11028812	-0.212159554393964
7_11035681	7	11035681	-0.0784081655051369
7_11186654	7	11186654	-0.144381439959104
7_11186692	7	11186692	-0.0988722680648525
7_11379208	7	11379208	0.111842868731257
7_11424821	7	11424821	-0.137197496712742
7_11446200	7	11446200	0.237287975670711
7_11447264	7	11447264	0.0117042541591517
7_11447312	7	11447312	-0.108323743409424
7_11469934	7	11469934	-0.0199464857498673
7_11481915	7	11481915	0.217984837275088
7_11541453	7	11541453	0.472171341190356
7_11636168	7	11636168	0.231447097081651
7_11636490	7	11636490	0.0143489754147154
7_12214912	7	12214912	0.365748188793241
7_12215625	7	12215625	-0.145045358535427
7_12224345	7	12224345	0.261929728841997
7_12229791	7	12229791	0.00229467099476814
7_12333498	7	12333498	0.0593863512953471
7_12337063	7	12337063	0.278680768962642
7_12337185	7	12337185	0.0406790843339411
7_12342061	7	12342061	0.0773470628010207
7_12344463	7	12344463	0.184553286671799
7_12345765	7	12345765	0.0993733691310197
7_12345895	7	12345895	0.210655295476599
7_12351693	7	12351693	-0.00742378912483751
7_12354030	7	12354030	-0.0285596160545754
7_12354035	7	12354035	0.0239078038395603
7_12354396	7	12354396	0.177252137209385
7_12354476	7	12354476	0.290925939272784
7_12356286	7	12356286	0.102869489078091
7_12356330	7	12356330	0.28731504726191
7_12361211	7	12361211	0.243519929382225
7_12361395	7	12361395	0.136848074549683
7_12367363	7	12367363	-0.0999051007357795
7_12369637	7	12369637	-0.103702185669047
7_12369701	7	12369701	0.127836833254714
