	Chromosome	Position	67RT_CM+_vs_67_PBMC.tumour
14_23955097	14	23955097	-0.2505280391761
14_23955211	14	23955211	0.0863022959923418
14_23955212	14	23955212	0.0762386126476439
14_23959985	14	23959985	-0.120910199568998
14_23966355	14	23966355	-0.246260281472046
14_23990234	14	23990234	-0.272518859654468
14_23990268	14	23990268	0.00223803120386713
14_23990277	14	23990277	0.00223803120386713
14_23990284	14	23990284	-0.00627346865165026
14_23990300	14	23990300	0.0659636288142543
14_23990339	14	23990339	0.157516256681778
14_24001428	14	24001428	-0.587050394920079
14_24036555	14	24036555	-0.0325273869568093
14_24037766	14	24037766	-0.112321733058989
14_24057169	14	24057169	-0.573622262410037
14_24060000	14	24060000	-0.0543454971625003
14_24064794	14	24064794	-0.0896844582371721
14_24065192	14	24065192	0.0863022959923418
14_24065262	14	24065262	0.0709507812878816
14_24065265	14	24065265	-0.0333858785268542
14_24065660	14	24065660	-0.312964200495182
14_24068844	14	24068844	-0.403400770072727
14_24074551	14	24074551	-0.536628054927835
14_24074599	14	24074599	-0.348669130655261
14_24076166	14	24076166	-0.625793191409175
14_24077028	14	24077028	-0.20057885179582
14_24077105	14	24077105	-0.327609726979733
14_24081509	14	24081509	-0.280695932067632
14_24094411	14	24094411	-0.34568527221644
14_24098295	14	24098295	-0.399378952312655
14_24098299	14	24098299	-0.403754328471969
14_24098508	14	24098508	-0.467247252097353
14_24100195	14	24100195	-0.176467855780655
14_24103192	14	24103192	-0.542082485019943
14_24117358	14	24117358	0.117715248623803
14_24118429	14	24118429	-0.0278192026523127
14_24118430	14	24118430	0.0319853745979192
14_24118458	14	24118458	0.00223803120386713
14_24118471	14	24118471	-0.0554774666524202
14_24131485	14	24131485	-0.509262307576268
14_24131796	14	24131796	0.482863872110288
14_24137740	14	24137740	-0.521323924853146
14_24139026	14	24139026	-0.0166209960474487
14_24141272	14	24141272	0.0357905909148935
14_24144230	14	24144230	-0.341716370013494
14_24160348	14	24160348	-0.551154390516419
14_24160535	14	24160535	-0.0699117545519681
14_24162195	14	24162195	-0.177311389126845
14_24165144	14	24165144	-0.304943478314309
14_24177881	14	24177881	-0.506226332043246
14_24178110	14	24178110	-0.0992999952581949
14_24181761	14	24181761	-0.182793862628653
14_24183125	14	24183125	-0.489150354205091
14_24183267	14	24183267	-0.46614889266791
14_24185283	14	24185283	-0.0294708285234709
14_24188767	14	24188767	-0.0357298189951533
14_24192969	14	24192969	-0.133823518372161
14_24206549	14	24206549	0.056009287644848
14_24210671	14	24210671	-0.233829327029657
14_24214098	14	24214098	-0.169942944178813
14_24239917	14	24239917	-0.166159500491852
14_24240145	14	24240145	0.0461813787914641
14_24241715	14	24241715	-0.209266073989845
14_24249503	14	24249503	-0.265242279661119
14_24255080	14	24255080	-0.214573357869281
14_24255450	14	24255450	-0.0602260557427864
14_24255457	14	24255457	0.00223803120386713
14_24258526	14	24258526	-0.374325320260341
14_24259088	14	24259088	-0.376273592049862
14_24259765	14	24259765	-0.336178186472064
14_24261774	14	24261774	-0.0972976423470472
14_24261820	14	24261820	-0.126086065771672
14_24262068	14	24262068	-0.341063714476062
14_24265675	14	24265675	-0.104677172712645
14_24265708	14	24265708	-0.142812301599416
14_24266821	14	24266821	0.0178348862548858
14_24267755	14	24267755	-0.145860607785267
14_24291155	14	24291155	-0.474809130350401
14_24291167	14	24291167	-0.467247252097353
14_24299085	14	24299085	0.0866302184942398
14_24299093	14	24299093	0.0195160226357026
14_24301669	14	24301669	-0.255830121736577
14_24302087	14	24302087	-0.304093208632477
14_24303167	14	24303167	-0.162148786697015
14_24303203	14	24303203	-0.0301834464885102
14_24306080	14	24306080	-0.190407046738529
14_24306420	14	24306420	-0.573622262410037
14_24307515	14	24307515	-0.598666013386311
14_24310801	14	24310801	0.0374274596661673
14_24311052	14	24311052	-0.367711578546439
14_24311158	14	24311158	-0.433861083602806
14_24316005	14	24316005	-0.121497337218378
14_24316587	14	24316587	0.0883946749535818
14_24316678	14	24316678	-0.0492922694362149
14_24329227	14	24329227	-0.562824912079584
14_24329940	14	24329940	-0.131440404028102
14_24332812	14	24332812	-0.348259215880266
14_24337696	14	24337696	-0.185040536988713
14_24337902	14	24337902	-0.260796374629926
14_24338015	14	24338015	-0.509968127081975
14_24369731	14	24369731	-0.397692575684768
14_24369877	14	24369877	-0.395097466341518
14_24369959	14	24369959	-0.451479936239036
14_24370135	14	24370135	-0.412799468074977
14_24372511	14	24372511	-0.304943478314309
14_24374397	14	24374397	-0.152736628772474
14_24409104	14	24409104	-0.149765062241183
14_24409942	14	24409942	-0.177085668240695
14_24410185	14	24410185	-0.126086065771672
14_24411091	14	24411091	-0.177311389126845
14_24414681	14	24414681	-0.0972976423470472
14_24414712	14	24414712	-0.227767574242456
14_24415613	14	24415613	-0.307446467928748
14_24429309	14	24429309	-0.328967877271506
14_24429352	14	24429352	-0.167686970238445
14_24431870	14	24431870	-0.270134239209263
14_24432043	14	24432043	-0.285564279778869
14_24432070	14	24432070	-0.242874466632664
14_24432227	14	24432227	-0.114575633778883
14_24432569	14	24432569	-0.0814198978430424
14_24440156	14	24440156	0.0636385758680105
14_24440230	14	24440230	0.0953474355953485
14_24440269	14	24440269	0.00223803120386713
14_24440525	14	24440525	0.014516360982304
14_24441767	14	24441767	-0.238770068299928
14_24441768	14	24441768	-0.190407046738529
14_24506171	14	24506171	-0.121941380016863
14_24506175	14	24506175	-0.121941380016863
14_24606743	14	24606743	-0.0515332252371136
14_24607671	14	24607671	-0.451937861981935
14_24632383	14	24632383	-0.497835571930776
14_24632954	14	24632954	-0.0908713731876143
14_24819307	14	24819307	-0.32333784069864
14_26472265	14	26472265	0.242372034927582
14_29577320	14	29577320	0.177324737761959
14_29597503	14	29597503	-0.398299898379862
14_29630994	14	29630994	-0.378852136151639
14_29927493	14	29927493	-0.249300735792097
14_29927498	14	29927498	-0.319690063683495
14_30560785	14	30560785	-0.163185578003504
14_30630532	14	30630532	-0.047089681159701
14_30694827	14	30694827	-0.195701346408042
14_30875167	14	30875167	0.0176680717734732
14_30878843	14	30878843	0.234184759253564
14_30885890	14	30885890	-0.186207058209243
14_30912145	14	30912145	-0.32333784069864
14_31084867	14	31084867	-0.31629148722163
14_31101195	14	31101195	-0.582724469517289
14_31109556	14	31109556	-0.0502293886902683
14_31113320	14	31113320	-0.673327018298196
14_31113967	14	31113967	-0.0752407214738501
14_31114306	14	31114306	-0.256073964387524
14_31116305	14	31116305	-0.262904037591918
14_31129042	14	31129042	0.00223803120386713
14_31149087	14	31149087	-0.277869887988868
14_31150186	14	31150186	-0.319690063683495
14_31173600	14	31173600	-0.297322250655041
14_31173651	14	31173651	-0.146625354710616
14_31178035	14	31178035	-0.230422725586408
14_31293610	14	31293610	-0.0673029020492099
14_31293995	14	31293995	-0.0796389758505406
14_31295920	14	31295920	-0.0918841461606829
14_31296055	14	31296055	0.19705420818789
14_31302340	14	31302340	-0.102459347462826
14_31304997	14	31304997	-0.220154390132581
14_31309080	14	31309080	-0.0630534290478519
14_31313129	14	31313129	-0.132691548882241
14_31321680	14	31321680	0.235728161423646
14_31326136	14	31326136	-0.221885278211697
14_31326155	14	31326155	-0.246338321936236
14_31345144	14	31345144	-0.199395829965783
14_31349939	14	31349939	-0.478387809702553
14_31350664	14	31350664	-0.412799468074977
14_31350707	14	31350707	-0.430077459506812
14_31383584	14	31383584	0.109153235120379
14_31383622	14	31383622	0.182810276845688
14_31386519	14	31386519	-0.0497566064343942
14_31387201	14	31387201	-0.479913663933513
14_31389003	14	31389003	-0.178334214437954
14_31395279	14	31395279	-0.173203975206011
14_31428184	14	31428184	-0.0944379882078065
14_31457253	14	31457253	0.033264926824492
14_31457378	14	31457378	-0.0263311209929037
14_31483731	14	31483731	-0.382425819031458
14_31550902	14	31550902	-0.383415661293882
14_31561439	14	31561439	-0.235453526515463
14_31578011	14	31578011	-0.304423307030185
14_31624342	14	31624342	0.507473339454289
14_31771829	14	31771829	-0.0818262335846072
14_31787859	14	31787859	-0.231434314998584
14_31826660	14	31826660	-0.110236698054545
14_31850092	14	31850092	-0.390079391574893
14_32091923	14	32091923	-0.215666999140267
14_32092572	14	32092572	-0.0105860091537164
14_32092847	14	32092847	-0.439133615888439
14_32093582	14	32093582	-0.29827108004859
14_32094113	14	32094113	-0.146905408101942
14_32154655	14	32154655	-0.272621810026716
14_32535769	14	32535769	-0.161260701079012
14_32545808	14	32545808	-0.207685038170364
14_32546427	14	32546427	-0.383944605402792
14_32600653	14	32600653	0.067826372831444
14_32732668	14	32732668	-0.211165606905326
14_32773885	14	32773885	-0.106138129840925
14_32773902	14	32773902	-0.214079875722896
14_32822288	14	32822288	-0.0693152298211666
14_32823371	14	32823371	-0.164659277540877
14_32823537	14	32823537	-0.0794457663898408
14_32823708	14	32823708	-0.566782925648267
14_32823916	14	32823916	-0.309348119462036
14_32824325	14	32824325	-0.403754328471969
14_33215335	14	33215335	-0.136468239627725
14_33800563	14	33800563	-0.203231087096112
14_34435294	14	34435294	-0.204212846263559
14_34516439	14	34516439	-0.398860277117103
14_34516452	14	34516452	-0.0604977241440954
14_34516479	14	34516479	-0.252079157528818
14_34518818	14	34518818	-0.444163638984312
14_34518861	14	34518861	-0.617017647071167
14_34524776	14	34524776	0.367234847983116
14_34604189	14	34604189	-0.0321134735869099
14_34753526	14	34753526	0.0749943736391813
14_34753554	14	34753554	0.135504562067331
14_34761774	14	34761774	0.00223803120386713
14_34761902	14	34761902	-0.500262309325316
14_34773622	14	34773622	-0.0757644807974059
14_34774351	14	34774351	-0.0642573805830396
14_34776126	14	34776126	-0.355953607670267
14_34996757	14	34996757	-0.41698726503841
14_35014751	14	35014751	-0.0839186125458473
14_35023049	14	35023049	-0.350433587114603
14_35046532	14	35046532	-0.176732109841452
14_35046540	14	35046540	-0.166267693153111
14_35046699	14	35046699	-0.415827160772545
14_35050828	14	35050828	-0.115598459089991
14_35123931	14	35123931	-0.20634859060755
14_35169914	14	35169914	-0.0618923062158483
14_35266823	14	35266823	-0.220154390132581
14_35278712	14	35278712	-0.315502266720062
14_35292469	14	35292469	-0.0626131131461007
14_35313047	14	35313047	-0.382425819031458
14_35402011	14	35402011	-0.132063060507724
14_35403783	14	35403783	0.163701453897984
14_35405317	14	35405317	-0.449457938653825
14_35534528	14	35534528	-0.409486734034141
14_35534657	14	35534657	-0.213029955699199
14_35534770	14	35534770	-0.612108276298383
14_35534869	14	35534869	-0.689639673433801
14_35535333	14	35535333	-0.408549995073619
14_35535492	14	35535492	-0.3991245311779
14_35627467	14	35627467	-0.16003339769501
14_35664520	14	35664520	-0.143367291043032
14_35677991	14	35677991	-0.268409558739802
14_35834899	14	35834899	-0.316584152815674
14_36320575	14	36320575	0.246656758870314
14_36476980	14	36476980	-0.480154735876741
14_36477876	14	36477876	-0.363046432877877
14_36517391	14	36517391	-0.0275093121901848
14_36582284	14	36582284	-0.0826508663826459
14_36657650	14	36657650	-0.069552651864143
14_36663515	14	36663515	-0.177085668240695
14_36666547	14	36666547	-0.0852248100464722
14_36666548	14	36666548	-0.125517515994506
14_36680661	14	36680661	-0.280161699496858
14_36711480	14	36711480	-0.231252099015911
14_36813939	14	36813939	-0.527015036931001
14_36874999	14	36874999	-0.169528317062613
14_37430600	14	37430600	-0.128346078606277
14_37591441	14	37591441	-0.3387988866312
14_37591848	14	37591848	-0.430721376072239
14_37622555	14	37622555	-0.589677230159056
14_37622556	14	37622556	-0.554979479034385
14_37622722	14	37622722	-0.397849126609005
14_37622820	14	37622820	-0.254398603431776
14_37735984	14	37735984	-0.388551921828299
14_37749084	14	37749084	-0.400826826408901
14_37749094	14	37749094	-0.403754328471969
14_37749138	14	37749138	-0.246338321936236
14_37749781	14	37749781	-0.034914967213599
14_37749816	14	37749816	-0.277869887988868
14_37790829	14	37790829	-0.734727562962339
14_37804717	14	37804717	-0.0630534290478519
14_37804749	14	37804749	-0.0699117545519681
14_37806424	14	37806424	-0.855157573353332
14_37808794	14	37808794	-0.24392255606553
14_38254838	14	38254838	-0.0399902041854302
14_38255373	14	38255373	-0.18297684126304
14_38255448	14	38255448	-0.395521476643141
14_38292255	14	38292255	-0.324926712049642
14_39048721	14	39048721	-0.517136127889712
14_39114326	14	39114326	-0.149765062241183
14_39118016	14	39118016	-0.319690063683495
14_39122482	14	39122482	-0.420453040618412
14_39175294	14	39175294	0.0517067074681671
14_39236941	14	39236941	-0.0867669748548777
14_39246997	14	39246997	-0.0466715692770792
14_39247834	14	39247834	0.0599535290601546
14_39247860	14	39247860	-0.0301834464885102
14_39252819	14	39252819	-0.218152037221433
14_39299939	14	39299939	-0.157240182803329
14_39319257	14	39319257	-0.326087834881646
14_39348872	14	39348872	0.200177408815776
14_39348941	14	39348941	0.158357233121149
14_39401800	14	39401800	-0.0630534290478519
14_39431982	14	39431982	-0.306514674935762
14_41891430	14	41891430	-0.153556641403557
14_41891907	14	41891907	-0.34923433929751
14_44504918	14	44504918	0.0461813787914641
14_44504934	14	44504934	-0.159042875829193
14_44505719	14	44505719	-0.445220945767354
14_44505763	14	44505763	-0.323532129977889
14_44505849	14	44505849	-0.137486732462746
14_44506190	14	44506190	-0.0483880418661007
14_44506307	14	44506307	-0.220154390132581
14_44506308	14	44506308	-0.225713915474481
14_44900551	14	44900551	-0.143367291043032
14_44900884	14	44900884	-0.235625798895021
14_44945186	14	44945186	-0.190407046738529
14_44963667	14	44963667	-0.461709068555923
14_44964053	14	44964053	-0.563359144650358
14_45006255	14	45006255	-0.294154971576358
14_45027436	14	45027436	-0.0688450668576153
14_45032341	14	45032341	-0.269063990613527
14_45052527	14	45052527	-0.403754328471969
14_45054438	14	45054438	-0.0445561802750738
14_45095277	14	45095277	-0.0384039532934787
14_45095381	14	45095381	0.0159129681009438
14_45117988	14	45117988	-0.0450676835744895
14_45136260	14	45136260	-0.565446478085454
14_45136522	14	45136522	-0.533814869036342
14_45137084	14	45137084	0.116194220500953
14_45137184	14	45137184	0.00223803120386713
14_45167125	14	45167125	0.00223803120386713
14_45175199	14	45175199	-0.431857803890661
14_45175386	14	45175386	-0.498660204728815
14_45175503	14	45175503	-0.283670840882513
14_45176901	14	45176901	0.0146217556596995
14_45181467	14	45181467	-0.249300735792097
14_45185264	14	45185264	-0.140719922638176
14_45188821	14	45188821	-0.371576805348464
14_45189164	14	45189164	-0.0532570813878364
14_45189212	14	45189212	0.0726273590952653
14_45195518	14	45195518	-0.180626025945943
14_45196408	14	45196408	-0.3387988866312
14_45196458	14	45196458	-0.368130418741248
14_45204204	14	45204204	-0.412799468074977
14_45206152	14	45206152	-0.541205200079022
14_45224445	14	45224445	-0.551154390516419
14_45224726	14	45224726	-0.129865504803478
14_45226834	14	45226834	-0.104677172712645
14_45227756	14	45227756	-0.126086065771672
14_45242113	14	45242113	-0.302616550324554
14_45247208	14	45247208	-0.274602174154957
14_46651164	14	46651164	0.257051930232692
14_47059267	14	47059267	-0.639307997883656
14_47059348	14	47059348	-0.496567825767574
14_47061319	14	47061319	-0.502234551656921
14_47546779	14	47546779	-0.303388251354395
14_49607404	14	49607404	-0.354696513511408
14_49620783	14	49620783	-0.474809130350401
14_49621518	14	49621518	-0.577055719430597
14_49625668	14	49625668	-0.38210267085206
14_49625753	14	49625753	-0.686403115618958
14_49625869	14	49625869	-0.500262309325316
14_49628066	14	49628066	-0.0242341801573239
14_49633733	14	49633733	-0.467247252097353
14_49635006	14	49635006	-0.297322250655041
14_49650396	14	49650396	-0.288810750799523
14_49654814	14	49654814	-0.428396323125995
14_49665128	14	49665128	-0.304739722217524
14_49692921	14	49692921	-0.637586404551807
14_49692967	14	49692967	-0.423525874668035
14_49693109	14	49693109	-0.218450083920332
14_49693156	14	49693156	-0.187239767659846
14_49710331	14	49710331	0.327077721511133
14_49723886	14	49723886	-0.192140013962984
14_49778443	14	49778443	-0.234801166096982
14_49779602	14	49779602	-0.36388986759403
14_49784651	14	49784651	-0.241687551682222
14_49828333	14	49828333	-0.157542412832902
14_49829128	14	49829128	-0.07305009610037
14_49851569	14	49851569	0.0809500072179079
14_49893955	14	49893955	-0.574550538071589
14_50111987	14	50111987	-0.40622681415149
14_50114293	14	50114293	0.18178745153458
14_50116378	14	50116378	-0.249825256808924
14_50118530	14	50118530	-0.299142686279409
14_50156980	14	50156980	-0.319690063683495
14_50188620	14	50188620	-0.180353382074606
14_50215410	14	50215410	-0.327467414275214
14_50215419	14	50215419	-0.217328346053817
14_50247181	14	50247181	-0.229577644019206
14_50267830	14	50267830	-0.30761723138292
14_50283927	14	50283927	-0.47420001273912
14_50302999	14	50302999	-0.0648761646546697
14_50312098	14	50312098	-0.0737108220294314
14_50319286	14	50319286	-0.15327954641742
14_50321495	14	50321495	-0.0389846315226457
14_50322669	14	50322669	-0.246582515410226
14_50330163	14	50330163	-0.392040907908179
14_50332024	14	50332024	0.433577342811811
14_50332025	14	50332025	0.406628286283202
14_50395745	14	50395745	-0.48070353257678
14_50434998	14	50434998	-0.036581217686661
14_50504845	14	50504845	-0.235261282522789
14_50531960	14	50531960	0.0743878169597026
14_50587880	14	50587880	-0.319690063683495
14_50613252	14	50613252	-0.425183192530809
14_50628111	14	50628111	-0.226386343844095
14_50725941	14	50725941	-0.319690063683495
14_50729640	14	50729640	-0.34568527221644
14_50735593	14	50735593	-0.169130387108114
14_50738278	14	50738278	-0.568510610297588
14_50752631	14	50752631	-0.0811779769837703
14_50756635	14	50756635	-0.132411495490915
14_50757071	14	50757071	-0.278943721340186
14_50757150	14	50757150	-0.609945938252313
14_50757576	14	50757576	-0.194453879801231
14_50757833	14	50757833	-0.210755692130331
14_50757940	14	50757940	-0.449636236255348
14_50758042	14	50758042	-0.633798654111558
14_50758414	14	50758414	-0.688433910688404
14_50760282	14	50760282	-0.438334560182114
14_50761964	14	50761964	-0.125517515994506
14_50777003	14	50777003	-0.348259215880266
14_50794478	14	50794478	-0.372973487581788
14_50872273	14	50872273	-0.337611971680758
14_50885627	14	50885627	-0.330745252192491
14_50885890	14	50885890	-0.426096290688435
14_50901892	14	50901892	-0.0257763449657294
14_50903424	14	50903424	-0.285043920876604
14_50904363	14	50904363	-0.200070144089248
14_50905402	14	50905402	-0.0965401232743064
14_50909960	14	50909960	-0.288993266460579
14_50910056	14	50910056	-0.496215476262614
14_50910091	14	50910091	-0.491576581459093
14_50912241	14	50912241	-0.165489414534199
14_50915919	14	50915919	-0.151112745702929
14_50916714	14	50916714	-0.166159500491852
14_50917033	14	50917033	-0.458603157688101
14_50921064	14	50921064	0.00223803120386713
14_50936813	14	50936813	-0.542082485019943
14_50944251	14	50944251	-0.213029955699199
14_50944257	14	50944257	-0.192409399649676
14_50979309	14	50979309	-0.314235633591387
14_50979336	14	50979336	-0.507956701115317
14_50979498	14	50979498	-0.472300479823638
14_51249551	14	51249551	-0.543730337901425
14_51249749	14	51249749	-0.258289519019352
14_51698198	14	51698198	-0.422647254031324
14_51715363	14	51715363	-0.439271679436168
14_51720248	14	51720248	-0.258289519019352
14_51720254	14	51720254	-0.144151455777656
14_51722052	14	51722052	-0.310352199104159
14_51722060	14	51722060	-0.360332048180841
14_52011597	14	52011597	-0.131028499659597
14_52027243	14	52027243	-0.334796956073704
14_52028821	14	52028821	0.0361853631272048
14_52029569	14	52029569	-0.0478026512957282
14_52029669	14	52029669	-0.502554120833306
14_52029681	14	52029681	-0.45719358743343
14_52042124	14	52042124	-0.0263311209929037
14_52042783	14	52042783	-0.690784215374742
14_52042883	14	52042883	-0.301915361955519
14_52042913	14	52042913	-0.266578727223933
14_52053650	14	52053650	-0.398860277117103
14_52054028	14	52054028	0.0151770869113652
14_52060231	14	52060231	-0.198674662722129
14_52068040	14	52068040	-0.420973399520677
14_52068919	14	52068919	-0.436334982535766
14_52268276	14	52268276	-0.392040907908179
14_52268345	14	52268345	-0.562824912079584
14_52268572	14	52268572	-0.417300860309918
14_52274778	14	52274778	-0.500262309325316
14_52315358	14	52315358	-0.381905460129193
14_52327268	14	52327268	-0.258526201005099
14_52432318	14	52432318	-0.241687551682222
14_52440635	14	52440635	-0.204212846263559
14_52470113	14	52470113	-0.109407324625042
14_52470633	14	52470633	-0.157418634784618
14_52482279	14	52482279	-0.20057885179582
14_52482861	14	52482861	-0.109270284013123
14_52519232	14	52519232	-0.417138403799314
14_52553226	14	52553226	-0.279174903944781
14_52632184	14	52632184	-0.173333533379587
14_52632210	14	52632210	-0.0554774666524202
14_52646210	14	52646210	-0.0491088487963532
14_52658149	14	52658149	-0.344212382817564
14_52663789	14	52663789	-0.18024002058153
14_52864608	14	52864608	-0.131440404028102
14_52878660	14	52878660	-0.492526660545711
14_52881822	14	52881822	-0.142151878131308
14_52950440	14	52950440	0.176735762436004
14_53096146	14	53096146	-0.284066153952774
14_53152745	14	53152745	-0.3387988866312
14_53152782	14	53152782	-0.428396323125995
14_53152826	14	53152826	-0.153040194274044
14_53152963	14	53152963	0.0461813787914641
14_53950804	14	53950804	-0.34568527221644
14_53951825	14	53951825	-0.167686970238445
14_53953355	14	53953355	-0.212774859766983
14_54418247	14	54418247	-0.34568527221644
14_54531033	14	54531033	-0.169528317062613
14_54538371	14	54538371	-0.280695932067632
14_54751498	14	54751498	-0.594697111183365
14_54755757	14	54755757	-0.251048398078364
14_54760434	14	54760434	-0.270780463202549
14_54774964	14	54774964	-0.167686970238445
14_54774967	14	54774967	-0.0885274327193152
14_54842973	14	54842973	-0.0766173895073725
14_54843774	14	54843774	-0.0763718034924992
14_54941650	14	54941650	-0.0529035229885937
14_54941681	14	54941681	-0.0600462470504756
14_54944346	14	54944346	-0.272621810026716
14_54944434	14	54944434	-0.246582515410226
14_54955599	14	54955599	-0.435883081188018
14_54981669	14	54981669	-0.170826677769012
14_54995670	14	54995670	-0.120618716581666
14_54995744	14	54995744	-0.108185958489783
14_55043201	14	55043201	-0.129673644301714
14_55063142	14	55063142	-0.275295944325042
14_55063193	14	55063193	-0.396857924205955
14_55138318	14	55138318	0.0943562331922986
14_55145121	14	55145121	-0.237432381564416
14_55152593	14	55152593	0.141214444352678
14_55188974	14	55188974	0.0189167723504978
14_55189039	14	55189039	0.0699826378397016
14_55272305	14	55272305	0.350161334624174
14_55350634	14	55350634	-0.204212846263559
14_55350990	14	55350990	-0.428396323125995
14_55351557	14	55351557	-0.172848675354224
14_55351796	14	55351796	-0.270780463202549
14_55351799	14	55351799	-0.195701346408042
14_55351988	14	55351988	-0.136589673493449
14_55380619	14	55380619	-0.516229057730382
14_55397428	14	55397428	0.0151770869113652
14_55411788	14	55411788	-0.358509312574023
14_55612321	14	55612321	0.151615655242094
14_55618094	14	55618094	-0.149765062241183
14_55630013	14	55630013	-0.41747595528445
14_55639948	14	55639948	-0.232978430490164
14_55639971	14	55639971	-0.332181007866692
14_55640948	14	55640948	-0.405639676502111
14_55651921	14	55651921	0.170509513793666
14_55679639	14	55679639	-0.386804259542032
14_56058851	14	56058851	-0.39142581728241
14_56296740	14	56296740	-0.408045938104342
14_56296878	14	56296878	-0.142151878131308
14_56296986	14	56296986	-0.0578829612337036
14_56297025	14	56297025	0.0943562331922986
14_56585793	14	56585793	-0.291493171852843
14_56609137	14	56609137	-0.710880821007971
14_56617246	14	56617246	0.0854935348532194
14_56625394	14	56625394	-0.0648761646546697
14_56633141	14	56633141	-0.0811779769837703
14_56801419	14	56801419	-0.153040194274044
14_56801798	14	56801798	0.08712692879038
14_57233867	14	57233867	-0.291120911486724
14_57244245	14	57244245	-0.539222830880702
14_57244253	14	57244253	-0.470132643140928
14_57274545	14	57274545	-0.215118800235282
14_57288846	14	57288846	-0.727114378852464
14_57391468	14	57391468	-0.207215334425082
14_57391476	14	57391476	-0.209266073989845
14_57471400	14	57471400	0.00223803120386713
14_57472793	14	57472793	-0.177583006380945
14_57472810	14	57472810	-0.167686970238445
14_57571957	14	57571957	-0.467904067515431
14_57581123	14	57581123	0.0517067074681671
14_57581171	14	57581171	-0.0737108220294314
14_57581187	14	57581187	0.00223803120386713
14_57589454	14	57589454	0.12999357840224
14_57602464	14	57602464	-0.319690063683495
14_57865588	14	57865588	-0.264407628182305
14_58096976	14	58096976	0.417275530482711
14_58131639	14	58131639	-0.592708558089911
14_58131719	14	58131719	-0.647575613867257
14_58138405	14	58138405	-0.453826736335031
14_58138479	14	58138479	-0.412799468074977
14_58139007	14	58139007	-0.274093197243384
14_58139016	14	58139016	-0.34691153241852
14_58139072	14	58139072	-0.0655065754319668
14_58139273	14	58139273	-0.673759545670912
14_58261020	14	58261020	-0.0873991812808091
14_58301615	14	58301615	-0.105821714653586
14_58301618	14	58301618	-0.0749298293185928
14_58351120	14	58351120	-0.360332048180841
14_58353850	14	58353850	-0.204212846263559
14_58361063	14	58361063	0.122532264921579
14_58364424	14	58364424	-0.307090026903862
14_58364583	14	58364583	-0.548454567432543
14_58371950	14	58371950	-0.179965300016882
14_58371983	14	58371983	-0.158226640989379
14_58442717	14	58442717	-0.0384039532934787
14_58450714	14	58450714	-0.387708487112146
14_58450736	14	58450736	-0.132691548882241
14_58453460	14	58453460	0.17216303264618
14_58457939	14	58457939	-0.0266168314683179
14_58457966	14	58457966	-0.104677172712645
14_58470698	14	58470698	-0.15675149255729
14_58482672	14	58482672	-0.544044001353229
14_58487028	14	58487028	0.0213468541515718
14_58488812	14	58488812	-0.376273592049862
14_58498876	14	58498876	-0.304739722217524
14_58547804	14	58547804	-0.370805379410349
14_58547845	14	58547845	-0.533093701792689
14_58547914	14	58547914	-0.209266073989845
14_58638439	14	58638439	0.0726273590952653
14_58645664	14	58645664	-0.403754328471969
14_58645757	14	58645757	-0.588798983926973
14_58645927	14	58645927	-0.289365526826698
14_58646819	14	58646819	-0.669139221334762
14_59263588	14	59263588	-0.0380258390098598
14_59323009	14	59323009	-0.164120355218253
14_59323174	14	59323174	-0.156459714815191
14_59330517	14	59330517	-0.283164187658381
14_59355198	14	59355198	-0.142151878131308
14_59359464	14	59359464	-0.213798895092757
14_59464210	14	59464210	0.0837679167004658
14_59464562	14	59464562	-0.374616274187089
14_59464631	14	59464631	-0.084176720613606
14_59464979	14	59464979	-0.430721376072239
14_59465161	14	59465161	-0.19368217877139
14_59473009	14	59473009	-0.274990256212681
14_59473086	14	59473086	-0.373628870794299
14_59484085	14	59484085	-0.240122806365177
14_59495036	14	59495036	-0.439271679436168
14_59495213	14	59495213	-0.364970942984362
14_59498730	14	59498730	-0.0362361166107684
14_59501195	14	59501195	-0.142151878131308
14_59505252	14	59505252	-0.120618716581666
14_59510466	14	59510466	0.106574691018603
14_59510514	14	59510514	-0.0322503451814234
14_59521606	14	59521606	-0.340363631948245
14_59521622	14	59521622	-0.36549375329662
14_59521654	14	59521654	-0.171410056281163
14_59530799	14	59530799	-0.162148786697015
14_59545204	14	59545204	-0.149765062241183
14_59565213	14	59565213	0.104418426010346
14_59565221	14	59565221	0.0528641042738354
14_59568246	14	59568246	-0.509968127081975
14_59576693	14	59576693	-0.605444546017372
14_59576704	14	59576704	-0.554818472947404
14_59727466	14	59727466	-0.404387228258777
14_59745983	14	59745983	-0.113239186216069
14_59746084	14	59746084	-0.319690063683495
14_59746353	14	59746353	-0.708255351601148
14_59870585	14	59870585	-0.1999508194094
14_59928307	14	59928307	-0.567457712863978
14_59959956	14	59959956	-0.476596118655946
14_59966674	14	59966674	-0.619957375716264
14_59981881	14	59981881	-0.546065998938441
14_59997830	14	59997830	-0.590337653627164
14_60002045	14	60002045	-0.302616550324554
14_60053202	14	60053202	-0.434625830528155
14_60057997	14	60057997	-0.446520085918978
14_60062039	14	60062039	-0.405186283965101
14_60063389	14	60063389	-0.162392670568932
14_60107821	14	60107821	-0.185694919389208
14_60115145	14	60115145	-0.286107463159114
14_60115188	14	60115188	-0.116081935984894
14_60115335	14	60115335	-0.0724007696888887
